Idx,sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10,sample11,sample12,sample13,sample14,sample15,sample16,sample17,sample18,sample19,sample20,sample21,sample22,sample23,sample24,sample25,sample26,sample27,sample28,sample29,sample30,sample31,sample32,sample33,sample34,sample35,sample36,sample37,sample38,sample39,sample40,sample41,sample42,sample43,sample44,sample45,sample46,sample47,sample48,sample49,sample50,sample51,sample52,sample53,sample54,sample55,sample56,sample57,sample58,sample59,sample60,sample61,sample62,sample63,sample64,sample65,sample66,sample67,sample68,sample69,sample70,sample71,sample72,sample73,sample74,sample75,sample76,sample77,sample78,sample79,sample80,sample81,sample82,sample83,sample84,sample85,sample86,sample87,sample88,sample89,sample90,sample91,sample92,sample93,sample94,sample95,sample96,sample97,sample98,sample99,sample100,sample101,sample102,sample103,sample104,sample105,sample106,sample107,sample108,sample109,sample110,sample111,sample112,sample113,sample114,sample115,sample116,sample117,sample118,sample119,sample120,sample121,sample122,sample123,sample124,sample125,sample126,sample127,sample128,sample129,sample130,sample131,sample132,sample133,sample134,sample135,sample136,sample137,sample138,sample139,sample140,sample141,sample142,sample143,sample144,sample145,sample146,sample147,sample148,sample149,sample150,sample151,sample152,sample153,sample154,sample155,sample156,sample157,sample158,sample159,sample160,sample161,sample162,sample163,sample164,sample165,sample166,sample167,sample168,sample169,sample170,sample171,sample172,sample173,sample174,sample175,sample176,sample177,sample178,sample179,sample180,sample181,sample182,sample183,sample184,sample185,sample186,sample187,sample188,sample189,sample190,sample191,sample192,sample193,sample194,sample195,sample196,sample197,sample198,sample199,sample200,sample201,sample202,sample203,sample204,sample205,sample206,sample207,sample208,sample209,sample210,sample211,sample212,sample213,sample214,sample215,sample216,sample217,sample218,sample219,sample220,sample221,sample222,sample223,sample224,sample225,sample226,sample227,sample228,sample229,sample230,sample231,sample232,sample233,sample234,sample235,sample236,sample237,sample238,sample239,sample240,sample241,sample242,sample243,sample244,sample245,sample246,sample247,sample248,sample249,sample250,sample251,sample252,sample253,sample254,sample255,sample256,sample257,sample258,sample259,sample260,sample261,sample262,sample263,sample264,sample265,sample266,sample267,sample268,sample269,sample270,sample271,sample272,sample273,sample274,sample275,sample276,sample277,sample278,sample279,sample280,sample281,sample282,sample283,sample284,sample285,sample286,sample287,sample288,sample289,sample290,sample291,sample292,sample293,sample294,sample295,sample296,sample297,sample298,sample299,sample300,sample301,sample302,sample303,sample304,sample305,sample306,sample307,sample308,sample309,sample310,sample311,sample312,sample313,sample314,sample315,sample316,sample317,sample318,sample319,sample320,sample321,sample322,sample323,sample324,sample325,sample326,sample327,sample328,sample329,sample330,sample331,sample332,sample333,sample334,sample335,sample336,sample337,sample338,sample339,sample340,sample341,sample342,sample343,sample344,sample345,sample346,sample347,sample348,sample349,sample350,sample351,sample352,sample353,sample354,sample355,sample356,sample357,sample358,sample359,sample360,sample361,sample362,sample363,sample364,sample365,sample366,sample367,sample368,sample369,sample370,sample371,sample372,sample373,sample374,sample375,sample376,sample377,sample378,sample379,sample380,sample381,sample382,sample383,sample384,sample385,sample386,sample387,sample388,sample389,sample390,sample391,sample392,sample393,sample394,sample395,sample396,sample397,sample398,sample399,sample400,sample401,sample402,sample403,sample404,sample405,sample406,sample407,sample408,sample409,sample410,sample411,sample412,sample413,sample414,sample415,sample416,sample417,sample418,sample419,sample420,sample421,sample422,sample423,sample424,sample425,sample426,sample427,sample428,sample429,sample430,sample431,sample432,sample433,sample434,sample435,sample436,sample437,sample438,sample439,sample440,sample441,sample442,sample443,sample444,sample445,sample446,sample447,sample448,sample449,sample450,sample451,sample452,sample453,sample454,sample455,sample456,sample457,sample458,sample459,sample460,sample461,sample462,sample463,sample464,sample465,sample466,sample467,sample468,sample469,sample470,sample471,sample472,sample473,sample474,sample475,sample476,sample477,sample478,sample479,sample480,sample481,sample482,sample483,sample484,sample485,sample486,sample487,sample488,sample489,sample490,sample491,sample492,sample493,sample494,sample495,sample496,sample497,sample498,sample499,sample500,sample501,sample502,sample503,sample504,sample505,sample506,sample507,sample508,sample509,sample510,sample511,sample512,sample513,sample514,sample515,sample516,sample517,sample518,sample519,sample520,sample521,sample522
target,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
BEST1,0.844385685,1.674004351,0.71024008,0.654764298,2.408935285,2.494592295,1.073048924,0.323409327,0.661873278,2.791241845,1.591794217,0.624966951,0.417456411,0.99134491,1.138129207,0.845567002,1.023087844,1.715256115,0.450427208,0.073736518,1.007638926,0.547222359,0.528042117,0.651619358,0.757009636,0.97489317,0.885101753,1.451634359,1.079708803,0.851095765,0.89691241,0.527417091,0.384536174,0.52378565,0.584924294,0.82585053,1.310691592,1.505600922,0.242250876,0.812518972,1.913717575,1.119725492,1.816705458,0.290208294,0.66351839,0.932352366,0.593463116,1.478589985,0.85116724,0.706059938,0.633063679,0.367427375,1.290923787,0.54905369,1.829351089,0.635380955,1.13001128,1.105891337,0.598352783,0.411297484,0.730748273,0.270297965,0.45689075,0.821254765,1.027546771,1.197521437,0.214536482,1.103239239,1.059279438,0.297026554,0.554945279,0.808104554,1.34305693,0.812998561,0.749228417,0.699272512,3.294240757,0.630969891,0.251788369,1.268668276,0.532694417,0.592282669,0.514107131,0.464239256,0.908700895,3.206544526,0.346315527,1.171146912,0.037784215,0.481275416,0.687248032,1.01747863,0.526531329,0.548407667,0.730978357,0.961033374,0.649958451,0.207704833,0.48653608,1.808895787,0.696113363,0.520175077,0.442577385,0.133956966,0.769078701,0.568482533,0.74943188,0.523526496,0.296081709,1.790761203,0.990046008,1.062012453,1.6429128,0.15820543,0.928435631,0.779912527,0.424967346,0.75165587,0.605601331,0.425964389,0.531145341,1.768512748,1.204486801,1.054204716,0.447155486,0.498130776,0.866832418,0.874558618,1.189641455,0.849954678,0.127906461,0.651741692,0.466957668,1.088926645,0.56765063,1.375284699,0.571663213,1.911501779,0.725559482,1.192554346,1.525638634,0.332423478,0.573485676,0.445061195,0.667269248,0.568586943,0.337787767,2.805459764,0.308124341,1.363742083,0.774669277,0.346288722,0.650299757,2.45230464,2.131506038,0.97336522,0.123305445,1.140453713,0.795383139,1.117414987,4.927862188,0.820066844,0.590857973,0.792711551,0.277185654,0.470281001,0.337379491,0.317915788,0.985624517,0.609911253,2.765520428,1.792654375,1.771511263,0.538699276,0.558930784,1.069721833,1.030983034,0.678472358,1.150537583,0.581468792,1.224780257,0.419633097,0.586972121,0.915734065,0.59790699,1.458346731,1.941262552,0.844508251,0.865906947,1.046187114,0.880558302,0.596170937,0.468917343,0.23786505,0.757173819,0.343301467,0.556573763,0.456973305,0.379344022,1.373903938,0.293706725,0.456658484,1.561784406,0.370529871,0.673835235,1.239475587,0.353820016,0.603496336,0.368135712,0.442828117,2.732822761,1.003325368,0.314074499,0.252523709,0.535747343,0.734715914,0.940966228,0.667420209,0.587794114,0.496619519,0.404008561,1.351091048,1.006155255,2.196425832,1.709164586,0.718699767,0.101661342,0.836955219,0.424297009,0.879309043,0.31633528,0.559633407,0.592835511,0.043743804,0.916511793,1.596706425,0.862571037,1.545362035,0.052000853,0.345176404,0.78159584,2.113381924,2.35140163,0.928773142,1.031538026,3.177084445,1.305846216,1.813899385,0.564678825,3.152840067,0.641780776,0.186393773,0.750369372,0.493337783,0.37024037,2.18045425,0.777767806,0.736648921,0.763831319,1.041534613,1.763275716,0.967819785,1.056131606,0.912666405,1.340873865,1.057788665,0.48858168,0.829860755,1.267426907,1.548981976,0.904484811,0.628191283,0.13993298,0.720034388,0.737498761,0.175483478,0.692788279,2.001459171,0.475171206,0.759013061,0.357062965,1.729148669,0.709738219,0.945224351,0.239215109,0.369410796,0.452214347,0.608179803,1.35655902,0.802236838,0.464356942,1.201334038,0.800073928,1.755540963,1.441280351,0.695433938,0.324155259,3.709759006,0.437672929,0.339000923,0.035561751,1.36124942,0.911343084,0.764343103,0.465019173,0.895201835,1.553183768,0.873292829,0.73872508,0.277237162,1.422407162,0.786341946,1.211146609,0.410746349,0.716476692,1.236913992,1.709790113,0.560351768,1.239696471,0.765401047,0.653762628,0.597457145,0.703047852,0.404135161,0.962295402,0.35004774,1.20202084,0.503666296,0.532253711,1.044255425,0.329662524,1.438563992,1.364631919,0.357655636,0.931035279,0.264584913,0.562039863,0.234544927,0.346408302,0.069379083,2.477004861,0.552546563,0.764686933,0.717013475,0.626704141,0.466357538,0.236178829,0.647433864,0.913510952,0.681150486,0.573392082,0.756176543,0.699041381,1.158542258,0.738266167,1.322980383,0.898952362,0.301346675,0.54329816,0.855908866,0.836080031,0.980011457,0.213483949,1.685184218,0.741794943,0.877396129,0.157494258,0.666567813,0.808946428,1.4863672,1.92613495,0.302828101,0.751278278,0.521196528,0.841899657,0.848034886,0.714571848,3.711379407,0.849654008,0.628309157,1.341183652,1.663584099,1.741242097,0.917282935,1.208447087,1.706740431,0.785993058,1.136154053,0.5439262,0.387257732,0.338648437,0.551553984,0.797369009,1.339045307,1.394791564,1.051349545,1.422752654,0.463898229,0.68292167,1.301539258,0.934507674,0.592135719,0.406680945,0.741795828,2.0234947,3.005345275,0.525003705,0.32407342,0.202909624,1.923628144,0.901470224,0.233758711,0.922497994,0.330009024,0.250847659,0.942357238,1.752439051,0.984083113,1.283422007,0.334895011,1.074924856,0.806494215,0.832290409,1.274467752,2.561695137,0.869094282,1.242083109,0.605166945,0.804821557,0.49407738,3.400192455,0.84064261,0.083983198,0.789879364,0.342236123,1.174673435,0.37945124,2.533293264,0.615639581,0.514513931,1.445102035,0.437451163,0.583137491,0.957715209,0.629807053,1.044222252,0.485496811,0.838409049,0.766422625,0.395567928,1.150116652,0.418939769,0.928066356,0.714267463,0.607048101,0.439462963,1.566597079,0.581744025,1.537270114,1.215668116,0.901353655,0.314570317,1.268743717,1.106363292,0.66192339,0.266929727,1.676882904,0.54931431,0.803984705,0.297031301,0.318722075,0.362620371,1.545932052,3.595771472,0.69324726,0.79601077,0.384126257,0.454229918,0.514767031,0.565419311,1.359950729,2.346067833,0.582482867,0.308978715,1.01784362,0.252814751,2.422008881,0.336469782,0.802949452,0.369589036,0.461241374,0.591852943,0.56346558,0.347940213,2.20025013,0.542537811,0.718332865,0.60751872,0.812302751,0.408959021,0.650510894,0.818078079,0.9413686,0.515759909,4.22541783,1.040371663,0.872577791,2.866046348,0.575263953,1.640460454,0.852026215,0.326419193,0.821075369,0.903270037,2.116041766,0.317048066,0.426975757,0.191765177,1.935943823,1.063939385,0.601812578,1.457079309
CXCL5,1.087898238,3.168581535,0.289555849,0.16087991,9.730981423,1.829354931,0.11180422,0.007957494,0.079134435,2.421048561,0.051330771,3.370074121,0.311818259,0.004387504,0.581938898,7.275403603,0.020395204,0.793979277,8.962523509,0.051888661,0.305380767,0.066393517,1.963790696,0.208430434,0.139324281,0.06326151,0.273659658,34.28069059,1.446200869,4.73314695,3.183125894,0.045679429,0.028941126,0.416149889,0.25304102,0.166572825,0.133396068,1.49499569,0.047945486,0.348916356,148.3968531,0.191360494,0.519595879,1.939453981,0.035552311,0.249317929,0.052863569,6.651982791,1.471556641,3.456686052,0.023654297,2.601113644,1.165744659,0.323661667,0.04445852,0.026693727,1.257406403,0.635281494,0.027701518,3.9410021,0.286441263,0.109136701,0.343437239,0.101252834,1.133530078,0.073569071,0.027201823,0.218076837,23.33424787,0.116121492,0.155226442,0.302385978,0.116270632,0.9991782,0.020330391,1.020983676,2.532267872,0.625070856,0.136295698,0.309374552,0,1.595346027,0.02477939,0.005426692,0.782416178,12.08728602,0.346732649,0.103315578,0.097492604,3.317352252,0.087753445,0.034030584,0,0.024322469,1.530681174,0.916993553,0.09256463,0.08726129,0.44382235,22.27234991,82.38720503,0.247330492,0.122938162,0.038475924,0.669102833,4.36209537,3.50773351,0.22957146,6.186234878,0.162682709,1.597460823,0.411511154,2.47842269,0.09597392,8.755920963,0.098004881,0.03504505,0.280140378,1.443458369,0.25956241,1.031086741,19.68323126,0.047564637,0.006731831,0.026222081,1.175964256,6.587543936,0.211267062,1.972606841,0.249909299,1.249094084,0.38576611,0.274950887,0.387260651,0.23777253,0.119069013,0,0.083920821,1.868422768,1.79642301,3.870132975,0.035988867,0,0.771378353,0.13344507,0.282841142,0.039181731,5.924170054,0.005559698,0.027736137,0.047819091,0.110765753,0.155441015,3.557130368,0.15611956,12.30319905,0,0.013533584,0.079807138,0.191398555,13.85404843,2.755293576,0.755979899,1.287309357,0.083964749,0.013904978,0.630893531,70.59810688,0.152250942,0.034501351,38.5054141,10.64002803,0.021093385,0.627262413,0.013378288,112.7896212,0.012078356,0.211258191,1.209944679,0.568307976,0.045203623,0.939582524,0.063655652,0.556414347,1.663601206,0.125417704,1.745878877,0.034154229,0.042835988,7.128221627,0.34569157,0.891496355,0.073328638,0.179342697,0.030103165,0.076803689,5.584824517,1.472321937,0.05720267,2.133171134,16.97749191,0,0.345075675,0.54116522,13.79644541,2.25596728,0.143644878,0.00589837,0,0.090023494,48.06654789,0.076035484,0.095715325,0.02805819,0.689843308,7.582993876,4.040210382,5.784761447,0.031720314,0.223203555,0.051225643,3.15379853,0.367199096,6.242240357,21.93485037,0.07985553,0.22443753,1.240178124,0.121373731,0.033357037,0.620729129,0.358014638,0.253690872,0.008550744,0.139655122,52.10998146,0.13030292,1.004133876,0.018927513,0.667980263,0.75001621,2.910545158,11.81798848,29.1169585,0.069694702,1.720296314,4.639591698,1.033742868,1.380461821,11.21797028,0.102641707,0.076038254,1.521685014,0.446353232,0.054506176,0.116352131,0.132745058,5.446600315,0.946680004,4.781932857,1.684874756,9.009572867,4.028789719,0.043764683,46.52190225,0.063082187,0.541629108,0.051225973,2.483309946,6.983705815,0.961288204,0.30055107,0.032823785,0.012992073,0.06944996,0,0.191936094,27.39978206,0.771973629,0.427296242,0.530015339,1.15647072,0.191548667,0.290401568,0.180360598,0.024370851,0.165476954,0.106286021,1.021781675,3.928872603,0.449624974,0.006197824,0.450646091,78.09914295,23.47961303,0.102872555,222.7514707,7.076645537,0.804550691,0.011359819,0,5.034592877,0.019011329,3.312581291,0.058434949,2.513884397,2.484656949,10.11212427,24.95012327,0.006021383,0.14283635,0.26472074,0.806939678,0.591898418,0.678221498,0.011730741,0.128978552,0.358474195,0.093335841,0.307318182,4.239079894,0.464431588,0.924023117,6.115237254,0.07630094,25.20517271,0.104655974,0.31168629,6.962617622,0.015416358,0.296830867,8.983526918,2.588554437,0.133244257,0.620479497,0.153991219,38.43496885,0.386509807,0.72500205,125.4428416,43.62176303,0.097207266,0.101010978,0.235178619,0.126216135,0,0.03644735,18.5426248,0.116176092,0.46321625,0.128094645,0.178409,0.498066984,0.265849069,0.536378238,0.004823763,1.028837624,1.248511702,0.034135797,12.31618056,0.819225159,0.168052506,0.006706672,0.18731068,10.44007698,2.262899581,0.072279974,0.054925789,1.838362954,5.529513127,1.861532426,3.071515316,0.39161282,8.541460758,0.025927698,0.439645926,7.874771518,15.92423266,0.127515214,0.043728476,18.79185074,2.871628538,6.555736373,12.69990091,0.679304575,4.302012126,0.696172964,0.037968865,0.01196134,1.518461149,0.042555028,0.155038386,108.7110549,6.11749223,0.563252704,0.710245026,31.52465711,2.302181509,0.58335634,13.94766214,92.70030862,0.072960951,0.709181277,0.411432096,43.58677635,2.298269896,0.007104751,1.44032631,0,0.155474454,0,0.080635721,0.198454052,1.707053314,0.023473727,0.672814739,47.1096066,0.431883549,0.121173813,0.390124193,3.053292537,0.950960064,40.4816119,1.226458362,15.90839351,0.068333504,2.514092952,0.830062633,5.283454469,0.438592305,84.37926426,0.267373251,21.57681545,1.146973562,0.357994743,0.785558749,0.307242016,53.35963865,0.745720075,0.373263256,3.11505924,0.840728581,0.026304873,0.012457444,6.179931431,0.032951707,1.082995186,0.478889248,1.454783687,0.339031391,0.014324626,0.039084588,0.073711482,0.167059988,0.12944909,0.184269157,0.189069422,2.065044673,0.091605923,2.76678151,0.022373401,0.943031758,4.707089614,0.616945091,0.317282655,0.006432857,0.683732919,0.089204888,13.14835491,0.005098098,0.038339471,0.286296481,0.078547156,15.82603996,0.089924546,0.747213175,0.195341984,1.853930997,1.439852626,0.03234859,0.071205533,0.120454603,0.090028695,0.006176973,1.120564503,0.006842564,9.847272789,0.027060004,0.105069143,0.092518994,0.085095163,0.140074812,0.352603678,4.865705868,66.59475729,0.034707806,0.193906236,3.947371634,0.520123116,0.043415988,12.44468168,0.349291764,1.81535291,7.917203355,33.6188098,10.89744231,1.432751188,3.711168281,5.611302218,0,1.063198087,1.556267704,0.783198728,0.228431138,6.021276928,0.027476342,0.168213672,0.056227444,3.569069354,3.17651518,4.927832155,4.105215425
SLC22A16,0.053874163,0.020032321,0.008178106,0.050163896,0.018060793,0.035414552,0.016760397,0.175753292,0,0.06154126,0.070394233,0.145677639,0.021321912,0.037051778,0.012814556,0.024830785,0.013248791,0.858625454,0.028400413,0.058987327,0.329014429,0.074757707,0.020631022,0.01592907,0.069210095,0.031962688,0.021332425,0.018484207,0.038559795,0.024875953,0.031060908,0.007418377,0.004700063,0.017163958,0.005479209,0.036068751,0.043327261,0.017593371,0.01730308,0.380199188,0.016537133,0.043873554,0.070318997,0.617422509,0.384914959,0.008524092,0.143084781,0.042996516,0.02987275,0.025959244,0.040975756,0.11421377,0.018470038,0.101840657,0.016044667,0.147392828,0.018907762,0.051585117,0.029991661,0.130073749,0.022151569,0.015191905,0.05696118,0.106250586,0.062565249,0.03475688,0.013252795,0.037776914,0.085663912,0.075432902,0.063685645,0.06743151,0.021579938,0.099454187,0.017608918,0.032618082,0.378870528,0.042004973,0.028171224,0.08613031,0.009438359,0.011472421,0.144870956,0.031726775,0.069022978,0.063869369,0.051483123,0.033557069,0,0.031558034,0.006333881,0.017685103,0.042042329,0.078999777,0.145430023,0.045503487,0.081352741,0.049599567,0.587849702,0.015071033,0.059202432,0.009640002,0,0.024994086,0.073082977,0.023973193,0.039559639,0.021304339,0.11025483,0.024387512,0.046864584,0.027653689,0.018452625,0.006234497,0.05803954,0.022737247,0.01517692,0.283765592,0.064496184,0.38073811,0.004186233,0,0.064886102,0.039357175,0.02384753,0.076098337,0.198747872,0.035801681,0.020835965,0.119050726,0.035797747,0.051047115,0.034850536,0,0.039717724,0.015469524,0.013198151,0.054515241,0.036051492,0.063884796,0.105190421,0,0.051865493,0.082887052,0.005417897,0.040331971,0,0.189182006,0.097513155,0.0630612,0.062126877,0.014390759,0.032311998,0.006668755,0.007801214,0.05085174,0,0.01318719,0.07258017,0.031083282,0.143317997,0.05512878,0.040923918,0.017421674,0.025174051,0.022581799,0.037747547,0.082352693,0.115386496,0.031377067,0.049629451,0.060137445,0.013702332,0.017716162,0.069524637,0.034928575,0.209230389,0.041170204,0.074601874,0.011359222,0.112563615,0.029064566,1.392147651,0.012608671,0.062999329,0.01771125,0.069639478,0.110933495,0.076522594,0.117600409,0.022456238,0.110713918,0.095269047,0.058250802,0.024443893,0.00907126,0.01812148,0.015181352,0.021676108,0.031613269,0.005327843,0.035854263,0.042294772,0.047937641,0.033890733,0.020410637,0.034560068,0.045979202,0.03411187,0.01799371,0.007073898,0.081145478,0.028262268,0.03037782,0.190192364,0.042648811,0.066631326,0.003993411,0.848951541,0.082853578,0.112307667,0.051540072,0.311928731,0.101374495,0.016795086,0.044957825,0.00911221,0.033190492,0.027595671,0.01625163,1.867824751,0.043929413,0.042725517,0,0.02886559,0.027543381,0.01058065,0.055444536,0.008196917,0.063115952,0.173231284,0.040660208,0.005575166,0.015495198,0.013930433,0.017126592,0.045419285,0.094889085,0.008380865,0.024290767,0.101769225,0.049394699,0.029570261,0.18869926,0.088518476,0.014171761,0.053065615,0.019397639,0.016509166,0.035482816,0.150024944,0.024488067,0.082238364,0.021322261,0.025754256,0.075127058,0.011473175,0.039931871,0.094669382,0.102176536,0.033115089,0.040674783,0,0.036572005,0.008202713,0,0.054029003,0.0198207,0.080347079,0.032383521,0.044631443,0.01088764,0.129039184,0.017966268,0.013018093,0.042217026,0.024806393,0.257763325,0.023208137,0.049557447,0.028796408,0.044287395,0.479031017,0.028837533,0.040243888,0.009546621,0.057826545,0.582874743,0.028581807,0.014758752,0.02032035,0.14889192,0.032932858,0.030803774,0.028469651,0.131259897,0.026103094,1.319412326,0.053846119,0.019557551,0.135611712,0.061019292,0.151625397,0.00320416,0.008312734,0.064772784,0,0.064038153,0.13338879,0.0315213,0.069376671,0,0.018757764,0.032036114,0.006195668,0.028349416,0.023994658,0.04338695,0.038136081,0.016690861,0.023731976,0.029033475,0.275835139,0.091364567,0.80179699,0.036375709,0.011268609,0.013571786,0,0.033036601,0.020799207,0.009714794,0.017895562,0.027776873,0.033760759,1.065925982,0.009470527,0.007808979,0.061093442,0.071955972,0.020802675,0.015116748,0.035949549,0.011513095,0.094574688,0.050136513,0.067736786,0.525747792,0.096090478,0.063792409,0.024189607,0.020216196,0.004356676,0.083915608,0.094896104,0.019470026,0.066517186,0.007135995,0.041179538,0.068140729,0.012596433,0.015467181,0.023849341,0.027490805,0.037896115,0.023409462,0.053928225,0.027867548,0.009203811,0.00631248,0.007281388,0.178794183,0.069693306,0.035900336,0.040859118,0.069944512,0.012446869,0.11275291,0.003885063,0.266289776,0.019745633,0.059038915,0.027952445,2.574516832,0.027103022,0.224280727,0.02417771,0.043519977,0.009022624,0.03545007,0.004037711,0.031597115,0.012230615,0.041760568,0.023840117,0.022620661,0.013845809,0.031188023,0.029602889,0.175060973,0.059038322,0.062857474,0.065890606,0.016886915,0.073193328,0.037136043,0.029408567,0.043534081,0.00524766,0.093095248,0.008530877,0.321228322,0.059447413,0.074691691,0.026982101,0.085080198,0.061052823,0.060284505,0.028807009,4.418710577,0.091490619,0.094080209,0.03621801,0.021492628,0.147989264,0,0.014515303,0,0.119183241,0.052535824,0.280943525,0.067217236,0.013670185,0.004046198,0.713551663,0.021405537,0.021758265,0.024887042,0.034574351,0.023182727,0.032568633,0.460637648,0.038306576,0.061338926,0.076445957,0.005204428,0.023619253,0.031471197,0.045983074,0.033720644,0.05086842,0.035466114,0.094708787,0.039012965,0.078934922,0.008357611,0.019144618,0.019315929,0.057246745,0.006623483,0.031131807,0.076817468,0.318903062,0.04112259,0.02920764,0.046227822,0.054873424,0.023730436,0.148129658,0,0.120263904,0.013808419,0.041282072,0.004012582,0.157289759,0.026669714,0.024204186,0.008789134,0.045502173,0.03672817,0.019742177,0.030331019,0.051860944,0.008114964,0.136564352,0.018788587,0.021717608,0.796113346,0.013381136,0.048348288,0.062322403,0.067229948,0.006896253,0.06031285,0.015551995,0.085142783,0.129550751,0.03202184,0.006509143,0.369302241,0.022644491,0.790223717,0.028798215,0.219358562,0.090496069,0.046406677,0.685776958,0.044642317,0.019280492,0.02360955,0.01517126,0.049460799
